rwa,education,childhood,gender,hand,family_size,age,test_time
2.5,University degree,Suburban,Female,Left,5,46,1974
5.85,High school,"Urban (town, city)",Male,Right,10,52,396
1.45,High school,Suburban,Female,Right,3,19,277
4.2,High school,Rural (country side),Female,Left,3,47,305
1.55,High school,Suburban,Female,Right,3,18,108
2.15,High school,Rural (country side),Male,Right,1,31,195
4.3,Less than high school,Suburban,Female,Right,2,15,248
1.1,Graduate degree,Suburban,Male,Left,3,50,147
1.15,Graduate degree,Rural (country side),Female,Right,4,33,144
1.95,Less than high school,Suburban,Female,Right,2,15,153
4.65,High school,Rural (country side),Male,Right,1,17,179
2.35,Less than high school,Suburban,Female,Both,2,17,169
2,High school,Suburban,Male,Right,4,32,250
2.25,University degree,Suburban,Male,Right,3,42,227
3.4,University degree,Rural (country side),Male,Right,4,32,375
3.4,University degree,"Urban (town, city)",Male,Right,2,29,389
1.6,High school,Suburban,Male,Right,2,18,299
1.75,High school,Suburban,Male,Right,9,22,113
8.5,Less than high school,Suburban,Male,Right,2,15,115
1.95,Graduate degree,Suburban,Female,Left,2,44,102
1.45,Less than high school,Suburban,Male,Right,2,14,302
2.15,High school,Suburban,Male,Right,5,62,205
5.1,Less than high school,Rural (country side),Male,Right,1,48,258
3.8,Less than high school,Suburban,Female,Both,1,14,3221
7.95,Graduate degree,Suburban,Male,Right,2,18,149
1.35,University degree,"Urban (town, city)",Other,Right,3,23,235
7.15,High school,Rural (country side),Male,Left,5,27,257
1.85,Graduate degree,Suburban,Male,Right,3,36,2353
1.7,University degree,Suburban,Female,Right,6,63,372
1.4,Graduate degree,Suburban,Female,Right,2,57,469
1.5,High school,"Urban (town, city)",Male,Right,2,23,96
1.05,High school,"Urban (town, city)",Female,Right,2,15,485
2.9,High school,Rural (country side),Male,Right,2,19,455
1.1,University degree,Suburban,Male,Left,0,21,217
1.05,High school,"Urban (town, city)",Male,Right,3,18,104
2.1,Graduate degree,Suburban,Male,Right,5,60,260
1.7,High school,Rural (country side),Male,Right,4,19,326
9,High school,Suburban,Male,Right,2,20,166
6.5,Less than high school,"Urban (town, city)",Male,Right,2,18,144
5.2,High school,"Urban (town, city)",Male,Right,3,18,986
3.55,Graduate degree,Suburban,Female,Right,2,38,362
2.05,High school,Rural (country side),Female,Right,3,16,127
7.05,Less than high school,Rural (country side),Male,Right,4,18,255
1.75,Graduate degree,"Urban (town, city)",Male,Right,1,55,190
2.85,Less than high school,Suburban,Female,Right,3,16,2325
1.4,Less than high school,Rural (country side),Female,Right,4,16,236
2.6,Less than high school,Rural (country side),Female,Right,3,16,262
3.5,Less than high school,Rural (country side),Female,Right,5,17,294
1.15,High school,Rural (country side),Male,Right,2,18,162
4.25,High school,Suburban,Male,Right,2,22,262
1.55,University degree,Rural (country side),Male,Right,4,61,205
4.35,High school,Suburban,Male,Right,2,24,428
4.45,High school,"Urban (town, city)",Male,Right,2,16,542
3.35,University degree,Suburban,Male,Right,2,25,365
2.8,High school,Suburban,Female,Right,2,16,594
7.5,Graduate degree,"Urban (town, city)",Male,Right,2,22,212
2.9,Graduate degree,"Urban (town, city)",Female,Right,2,29,267
7.45,High school,Suburban,Male,Both,4,21,2896
4.1,University degree,Suburban,Male,Left,2,20,208
1.4,Graduate degree,Suburban,Male,Right,3,44,207
1,High school,Suburban,Other,Right,3,20,254
4.4,Less than high school,"Urban (town, city)",Male,Right,1,13,174
2.7,High school,Rural (country side),Female,Right,2,17,288
2.55,High school,Suburban,Male,Right,1,17,420
1.55,Graduate degree,"Urban (town, city)",Male,Left,2,52,215
3.5,High school,"Urban (town, city)",Female,Right,2,20,175
4.35,High school,"Urban (town, city)",Male,Right,4,17,476
2.9,High school,Suburban,Female,Right,1,16,240
2.45,Graduate degree,"Urban (town, city)",Female,Right,3,47,336
2.45,University degree,"Urban (town, city)",Male,Right,2,50,226
1.25,Graduate degree,Suburban,Female,Right,3,66,243
1.85,University degree,"Urban (town, city)",Female,Right,3,19,185
5.95,High school,Suburban,Male,Right,3,16,207
2.1,High school,Suburban,Male,Right,2,26,547
2.6,High school,Suburban,Male,Right,2,28,177
1.8,High school,"Urban (town, city)",Male,Right,2,39,144
5.4,Graduate degree,Suburban,Male,Right,2,25,674
2.1,High school,Rural (country side),Female,Right,2,16,199
1.55,Graduate degree,"Urban (town, city)",Female,Right,1,30,218
1.5,High school,"Urban (town, city)",Male,Right,3,23,280
6.1,University degree,Suburban,Male,Right,4,22,90
7,Graduate degree,Suburban,Male,Right,1,42,203
2,High school,Suburban,Other,Right,2,18,315
2.25,High school,Rural (country side),Female,Both,4,17,176
1.15,University degree,"Urban (town, city)",Male,Right,3,38,340
2.4,University degree,"Urban (town, city)",Male,Right,2,43,175
6.1,University degree,Suburban,Male,Right,2,45,334
3.45,Less than high school,Suburban,Female,Right,2,14,473
2.45,Less than high school,Suburban,Female,Right,2,14,266
3.8,High school,Suburban,Female,Right,4,49,254
1.6,High school,"Urban (town, city)",Female,Right,4,35,1542
4.05,Less than high school,"Urban (town, city)",Male,Right,2,14,347
2.65,Less than high school,"Urban (town, city)",Female,Right,1,15,185
1,University degree,"Urban (town, city)",Female,Right,2,24,163
4.45,University degree,Suburban,Male,Right,2,50,212
1.9,University degree,"Urban (town, city)",Male,Right,3,23,121
1.25,High school,Rural (country side),Female,Both,3,22,188
1.75,University degree,Suburban,Male,Right,2,45,1343
8.95,University degree,Rural (country side),Male,Both,5,31,149
1.45,High school,Rural (country side),Female,Right,4,18,219
2.4,Graduate degree,"Urban (town, city)",Female,Right,1,27,436
5.6,Less than high school,Rural (country side),Male,Left,4,15,157
1.75,Graduate degree,Suburban,Male,Right,2,35,126
2.75,Graduate degree,Suburban,Male,Right,2,31,277
1.5,University degree,Suburban,Female,Right,1,26,174
1.5,High school,"Urban (town, city)",Male,Right,3,24,318
4.4,High school,Suburban,Male,Left,2,19,378
1.25,High school,Suburban,Female,Right,2,18,186
6.65,Less than high school,"Urban (town, city)",Other,Right,4,16,170
1.85,University degree,Rural (country side),Male,Right,1,37,411
3.05,University degree,"Urban (town, city)",Male,Right,2,25,194
1.45,Graduate degree,Suburban,Male,Right,4,57,170
4.7,Less than high school,Suburban,Female,Right,3,13,347
1.7,High school,Suburban,Female,Right,1,18,231
1.85,Graduate degree,Suburban,Female,Right,2,32,145
2.5,University degree,"Urban (town, city)",Male,Right,4,27,359
1,University degree,Suburban,Female,Right,2,44,165
1.25,Less than high school,"Urban (town, city)",Male,Right,5,13,196
1,High school,Suburban,Other,Right,5,16,192
2.05,University degree,Rural (country side),Male,Right,3,48,208
1.1,High school,"Urban (town, city)",Female,Right,3,24,144
2.3,High school,Rural (country side),Male,Both,1,22,178
5.95,High school,"Urban (town, city)",Male,Right,3,17,174
2.05,High school,"Urban (town, city)",Female,Right,2,43,183
3.2,High school,"Urban (town, city)",Female,Right,3,18,225
3.95,High school,Suburban,Female,Right,2,22,319
1.35,High school,Rural (country side),Female,Right,1,18,106
1.75,Less than high school,Suburban,Female,Right,2,14,184
1.6,High school,Suburban,Female,Right,3,18,467
2.05,Less than high school,"Urban (town, city)",Female,Right,2,17,171
1.25,Graduate degree,Rural (country side),Female,Right,3,30,171
3.95,Less than high school,"Urban (town, city)",Female,Right,2,16,132
2.2,University degree,Suburban,Male,Right,4,27,170
2.55,High school,Suburban,Female,Right,1,43,133
6.9,High school,"Urban (town, city)",Male,Left,3,20,273
2.75,University degree,Suburban,Male,Right,3,26,1163
1.35,University degree,"Urban (town, city)",Male,Right,2,27,235
5.85,Graduate degree,"Urban (town, city)",Male,Right,1,44,80
9,University degree,Suburban,Male,Right,2,18,90
2.5,University degree,Rural (country side),Male,Right,3,41,180
1.75,University degree,Suburban,Male,Right,2,21,167
1.15,University degree,Suburban,Male,Right,8,32,566
2.4,High school,Suburban,Male,Right,3,20,201
4.45,High school,"Urban (town, city)",Female,Left,1,16,413
1.55,High school,"Urban (town, city)",Male,Right,4,16,139
1.15,High school,Suburban,Male,Left,2,23,252
7.25,High school,"Urban (town, city)",Male,Left,2,16,140
2.3,High school,"Urban (town, city)",Male,Right,3,23,218
1.5,High school,Rural (country side),Male,Left,2,34,258
7.55,High school,Suburban,Male,Right,3,23,154
1.85,University degree,Rural (country side),Female,Right,1,19,114
1.65,Graduate degree,Suburban,Female,Right,3,27,91
6.2,High school,Rural (country side),Female,Right,3,45,233
1.2,Graduate degree,Suburban,Female,Right,1,28,174
9,High school,Suburban,Male,Right,2,18,1192
3.5,University degree,Suburban,Male,Right,4,37,257
7.9,Less than high school,Rural (country side),Male,Right,2,16,214
2.25,High school,Suburban,Female,Right,2,19,180
1.7,Graduate degree,Suburban,Female,Right,4,38,202
2.05,High school,Suburban,Male,Right,2,16,141
5.6,University degree,Suburban,Male,Right,7,31,193
2.15,Graduate degree,"Urban (town, city)",Female,Left,2,46,254
5.95,Less than high school,"Urban (town, city)",Female,Both,2,14,123
1.75,High school,"Urban (town, city)",Male,Right,3,18,127
1.45,University degree,Rural (country side),Male,Right,2,22,111
1.5,University degree,Suburban,Male,Right,2,22,126
1,Graduate degree,"Urban (town, city)",Male,Right,4,37,129
8,High school,"Urban (town, city)",Male,Left,1,17,405
2.6,High school,"Urban (town, city)",Male,Right,2,17,261
2.75,University degree,Suburban,Male,Right,3,49,322
2.75,Graduate degree,Suburban,Male,Right,2,51,251
5.9,Graduate degree,Suburban,Female,Right,4,53,219
3.25,Graduate degree,"Urban (town, city)",Female,Left,2,27,183
2.2,University degree,Suburban,Female,Right,2,29,203
2.7,University degree,"Urban (town, city)",Male,Right,0,49,101
1.9,University degree,Suburban,Male,Right,2,27,292
1.55,High school,"Urban (town, city)",Male,Right,4,20,254
4.2,University degree,Suburban,Male,Right,5,41,1309
6.25,Graduate degree,Rural (country side),Male,Left,4,20,523
3,University degree,"Urban (town, city)",Female,Right,3,22,735
1,High school,"Urban (town, city)",Female,Right,1,17,102
1.05,Less than high school,Rural (country side),Male,Right,4,17,186
1.75,Less than high school,"Urban (town, city)",Male,Right,1,35,225
1.9,High school,Rural (country side),Male,Right,3,49,222
6.05,High school,Suburban,Male,Right,0,19,170
1,High school,Suburban,Other,Right,2,18,222
7.6,University degree,"Urban (town, city)",Male,Right,2,36,202
3.7,University degree,"Urban (town, city)",Female,Right,4,20,196
2,University degree,Rural (country side),Male,Left,3,44,144
8.8,High school,Rural (country side),Male,Right,3,42,194
4.3,High school,Suburban,Male,Both,0,20,176
1.45,High school,Suburban,Male,Right,2,21,253
2.75,Less than high school,"Urban (town, city)",Male,Right,2,18,252
5.95,University degree,"Urban (town, city)",Female,Right,2,27,273
1,High school,Rural (country side),Female,Right,3,27,332
3.85,Graduate degree,Suburban,Male,Right,2,29,1751
1.15,High school,Rural (country side),Female,Right,2,20,146
2.15,Less than high school,"Urban (town, city)",Female,Right,0,15,171
2.85,Graduate degree,Suburban,Female,Right,2,32,195
2.35,Less than high school,Rural (country side),Male,Right,3,18,180
1.35,Less than high school,"Urban (town, city)",Male,Right,1,17,272
1,High school,"Urban (town, city)",Female,Left,2,16,163
2.4,High school,Rural (country side),Male,Right,3,22,213
4.2,High school,Suburban,Male,Right,1,23,449
3.25,High school,"Urban (town, city)",Male,Right,1,16,261
1.55,High school,"Urban (town, city)",Female,Right,5,19,7085
2.2,University degree,Suburban,Male,Right,2,28,460
1.25,University degree,Suburban,Male,Right,1,18,189
1.4,University degree,"Urban (town, city)",Male,Right,4,20,114
3,University degree,Suburban,Female,Right,4,25,159
1,Graduate degree,"Urban (town, city)",Male,Right,2,69,275
1.45,High school,"Urban (town, city)",Female,Right,4,25,254
2.4,Less than high school,Suburban,Female,Right,3,16,340
1,Graduate degree,Rural (country side),Male,Right,3,51,160
8.9,High school,"Urban (town, city)",Male,Right,2,18,933
5.7,Graduate degree,Rural (country side),Male,Right,1,27,146
8.5,University degree,"Urban (town, city)",Male,Right,2,49,218
5.85,High school,Suburban,Male,Left,1,15,120
5.7,High school,Rural (country side),Male,Right,3,16,449
7.7,High school,"Urban (town, city)",Male,Left,1,27,268
1.3,University degree,"Urban (town, city)",Male,Right,1,62,179
2.6,Less than high school,Rural (country side),Male,Right,2,15,198
2.65,Graduate degree,Suburban,Female,Right,1,27,523
6.5,University degree,Suburban,Female,Right,3,27,264
6.65,High school,Suburban,Male,Right,6,21,239
4.35,University degree,Rural (country side),Male,Right,1,40,321
7.1,University degree,Rural (country side),Female,Right,2,21,701
1.15,University degree,"Urban (town, city)",Male,Right,3,62,134
1.3,Less than high school,Rural (country side),Female,Right,2,16,133
1.8,High school,"Urban (town, city)",Female,Left,0,17,206
2.8,High school,Suburban,Female,Right,2,17,181
3,University degree,Suburban,Male,Right,2,33,225
1.85,University degree,Rural (country side),Male,Right,6,24,246
3.65,High school,"Urban (town, city)",Male,Right,3,51,204
1.35,High school,Rural (country side),Male,Both,3,42,159
5.5,High school,Suburban,Male,Right,2,15,227
1.7,High school,"Urban (town, city)",Male,Right,1,22,439
1,University degree,Suburban,Male,Left,2,21,103
6.4,High school,Suburban,Male,Right,3,25,178
1.3,Graduate degree,Rural (country side),Male,Right,2,31,143
1.95,Graduate degree,"Urban (town, city)",Male,Right,2,30,3279
1,University degree,"Urban (town, city)",Female,Right,3,24,212
1.5,High school,"Urban (town, city)",Female,Right,2,17,122
2.95,Graduate degree,"Urban (town, city)",Male,Right,1,27,159
3.85,High school,Rural (country side),Male,Right,1,21,207
2.15,Graduate degree,"Urban (town, city)",Female,Right,1,31,260
1.35,Less than high school,"Urban (town, city)",Female,Right,4,17,168
2.45,Less than high school,"Urban (town, city)",Female,Both,7,14,149
1.35,University degree,"Urban (town, city)",Female,Right,5,23,398
1,Less than high school,Rural (country side),Male,Right,1,16,144
3.25,Less than high school,"Urban (town, city)",Male,Left,3,15,748
5.9,High school,"Urban (town, city)",Female,Both,2,18,141
1.55,High school,"Urban (town, city)",Male,Right,2,17,434
7.2,University degree,"Urban (town, city)",Male,Right,1,21,181
1.1,University degree,Suburban,Female,Right,2,23,152
3.25,University degree,"Urban (town, city)",Male,Right,3,21,225
3.05,Graduate degree,Suburban,Male,Right,2,39,188
1,Graduate degree,Rural (country side),Male,Right,1,44,126
1.1,High school,Rural (country side),Male,Right,1,19,87
1.15,University degree,Suburban,Male,Right,4,59,322
1.75,University degree,Suburban,Female,Right,1,26,169
1.8,Less than high school,Rural (country side),Female,Both,1,52,176
1.4,High school,Suburban,Male,Right,2,29,134
4.95,University degree,Suburban,Male,Left,5,65,705
2.85,University degree,Suburban,Male,Left,1,23,127
3.8,High school,"Urban (town, city)",Female,Right,4,16,173
1.65,University degree,Suburban,Male,Right,2,36,172
7.25,Less than high school,Suburban,Male,Right,1,17,219
3.3,High school,"Urban (town, city)",Male,Right,2,16,226
5.35,High school,Suburban,Male,Right,3,57,232
1.3,Graduate degree,"Urban (town, city)",Male,Right,6,25,137
2.45,High school,Suburban,Female,Left,3,30,816
1.3,Less than high school,Suburban,Male,Left,1,17,200
1.1,High school,Suburban,Female,Left,2,19,149
3.85,Less than high school,"Urban (town, city)",Male,Right,2,16,243
6.4,University degree,Rural (country side),Male,Right,4,23,225
2.15,High school,"Urban (town, city)",Male,Right,2,19,202
6.4,Graduate degree,"Urban (town, city)",Male,Right,2,24,388
5.5,University degree,Suburban,Male,Right,2,24,2019
4.5,High school,Suburban,Male,Right,5,47,376
2.25,Graduate degree,"Urban (town, city)",Male,Left,3,31,252
2.7,High school,"Urban (town, city)",Female,Right,2,16,184
1.15,High school,Suburban,Female,Right,2,20,186
2.5,University degree,Suburban,Female,Right,0,20,156
2.1,Graduate degree,"Urban (town, city)",Female,Right,5,61,360
5.3,High school,Suburban,Male,Right,3,23,252
2.7,High school,"Urban (town, city)",Female,Right,1,34,285
